age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,Days in jail,c_days_from_compas,is_recid,r_days_from_arrest,violent_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,start,end,event,two_year_recid,High,Low,Language_Spanish,sex_Male,race_White,c_charge_degree_M,age_cat_young,age_cat_old
47,0,3,0,0,4,0,0,0,0,0,0,0,3,2,4,0,1098,0,0,0,1,0,1,0,0,0,1
45,0,6,0,0,0,-1,1,1,1,0,0,0,6,3,0,0,17,1,1,0,1,0,1,0,0,0,1
31,0,3,0,0,3,0,0,1,1,0,0,0,3,3,3,0,24,1,1,0,1,0,1,1,1,1,0
22,0,3,0,0,0,-1,1,1,0,0,0,0,3,5,0,0,1098,0,0,0,0,0,1,0,0,1,0
33,0,3,0,0,3,0,0,0,0,0,0,0,3,3,3,0,1098,0,0,0,1,0,1,1,1,1,0
33,0,2,0,0,2,-1,2,1,0,0,0,0,2,2,2,1,1098,0,0,0,1,0,1,1,1,1,0
25,0,9,0,0,4,0,0,1,1,0,0,0,9,8,4,0,289,0,1,1,0,0,1,0,0,1,0
34,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1097,0,0,0,1,0,1,0,0,1,0
30,0,2,0,1,1,0,0,0,0,0,1,0,2,2,1,0,1097,0,0,0,1,0,0,1,0,1,0
26,0,2,0,0,0,0,173,0,0,0,0,0,2,3,0,173,322,0,0,0,1,0,1,0,0,1,0
42,0,8,0,0,8,0,1,0,1,0,0,0,8,6,8,1,127,1,1,0,0,0,0,0,0,0,1
22,0,7,0,3,0,-1,1,1507,0,0,3,0,7,10,0,0,1097,0,0,1,0,0,1,1,1,1,0
24,0,4,0,0,0,0,0,0,1,0,0,0,4,5,0,0,386,1,1,0,0,0,1,1,1,1,0
38,0,1,0,0,4,-1,1,1,1,0,0,0,1,1,4,0,739,1,0,0,1,0,1,0,1,1,0
34,0,1,0,0,0,-1,2,1,1,0,0,1,1,1,0,1,67,1,1,0,1,0,1,0,1,1,0
39,0,8,0,0,7,0,0,1,1,0,0,1,8,6,7,0,137,1,1,0,0,0,1,0,0,1,0
21,0,5,0,0,0,-1,3,1,0,0,0,0,5,8,0,2,1097,0,0,1,0,0,1,0,1,1,0
21,0,3,0,0,0,-1,1,1,1,0,0,1,3,7,0,0,20,1,1,0,0,0,1,0,0,1,0
38,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1097,0,0,0,1,0,1,0,0,1,0
28,0,4,0,0,0,-1,1,1,0,0,0,0,4,5,0,0,1097,0,0,0,0,0,1,1,1,1,0
24,0,2,0,0,0,-1,1,1,0,0,0,0,2,3,0,0,1097,0,0,0,1,0,1,1,0,1,0
55,0,4,0,0,1,-1,1,1,0,0,0,0,4,1,1,0,1097,0,0,0,1,0,1,0,0,0,1
28,0,4,0,0,1,-1,5,2,1,0,0,0,4,5,1,4,170,1,1,0,0,0,1,0,0,1,0
37,0,2,0,0,4,-1,1,1,0,0,0,0,2,1,4,0,134,0,0,0,1,0,1,0,0,1,0
24,0,10,0,0,0,-1,16,1,0,0,0,0,10,7,0,15,102,0,0,0,0,0,1,1,0,1,0
45,0,6,0,0,2,-1,29,345,0,0,0,0,6,2,2,28,1154,0,0,0,1,0,1,0,1,0,1
37,0,1,0,0,3,-1,2,1,1,0,0,0,1,1,3,1,540,1,1,0,1,0,1,0,1,1,0
36,0,6,0,0,11,-1,36,1,1,0,0,0,6,4,11,35,389,1,1,0,1,0,1,0,0,1,0
25,0,3,0,0,1,0,0,1,0,0,0,0,3,3,1,0,1096,0,0,0,1,0,1,0,1,1,0
38,0,2,0,0,8,-32,0,32,0,0,0,0,2,4,8,0,388,0,0,0,1,0,1,1,0,1,0
34,0,5,0,0,4,-1,1,1,0,0,0,0,5,6,4,0,1096,0,0,0,0,0,1,1,0,1,0
50,0,1,0,0,1,-1,1,1,0,0,0,0,1,1,1,0,1096,0,0,0,1,0,1,1,0,0,1
37,0,2,0,0,0,-1,1,2,1,-1,0,0,2,1,0,0,739,1,0,0,1,0,1,1,1,1,0
26,0,4,0,0,1,-1,1,1,0,0,0,0,4,7,1,0,1096,0,0,0,0,0,1,0,1,1,0
38,0,7,0,0,2,0,193,0,1,1,0,1,7,3,2,193,292,1,1,0,1,0,1,0,0,1,0
25,0,4,0,0,1,-10,1,10,0,0,0,0,4,4,1,0,688,0,0,0,1,0,0,0,0,1,0
26,0,2,0,0,2,-3,1,3,0,0,0,0,2,3,2,0,1096,0,0,0,1,0,1,1,0,1,0
34,0,2,0,0,5,-1,9,1,1,0,0,0,2,1,5,8,265,1,1,0,1,0,0,0,0,1,0
41,0,7,0,0,3,0,0,1453,0,0,0,0,7,3,3,0,1096,0,0,0,1,0,1,0,0,0,1
41,0,1,0,0,1,-1,114,1,0,0,0,0,1,1,1,113,1096,0,0,0,1,0,1,0,1,0,1
43,0,1,0,0,0,-2,1,2,0,0,0,0,1,1,0,0,1096,0,0,0,1,0,0,1,1,0,1
30,0,2,0,0,2,-1,1,2,1,0,0,0,2,2,2,0,29,1,1,0,1,0,1,1,1,1,0
34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1096,0,0,0,1,0,1,0,1,1,0
48,0,6,0,0,2,0,1,0,0,0,0,0,6,1,2,1,1096,0,0,0,1,0,1,0,0,0,1
28,4,9,0,0,6,0,0,497,0,0,0,0,9,9,6,0,1096,0,0,1,0,0,1,0,1,1,0
28,0,8,0,0,0,0,0,0,1,64,0,0,8,3,0,0,95,0,1,0,1,0,0,0,1,1,0
47,0,2,0,0,5,-1,5,1,0,0,0,0,2,3,5,4,1095,0,0,0,1,0,1,1,1,0,1
40,0,10,0,0,13,752,108,133,1,0,0,1,10,9,13,0,31,1,1,1,0,0,0,0,0,0,1
52,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1095,0,0,0,1,0,1,1,1,0,1
54,0,2,0,0,1,-22,0,22,0,0,0,0,2,1,1,0,1095,0,0,0,1,0,0,1,1,0,1
59,0,2,0,0,1,-1,1,1,1,5,0,0,2,1,1,0,164,1,1,0,1,0,1,1,0,0,1
26,0,8,0,0,10,-1,1,1,1,0,0,0,8,7,10,0,77,1,1,0,0,0,1,0,0,1,0
22,0,7,1,0,2,-1,2,1,1,0,0,0,7,8,2,1,699,1,1,1,0,0,1,0,0,1,0
37,0,10,0,0,1,-1,3,1,0,0,0,0,10,10,1,2,148,0,0,1,0,0,1,0,0,1,0
31,0,10,0,0,6,29,1,123,1,51,0,0,10,5,6,0,29,0,1,0,0,0,1,0,1,1,0
26,0,2,0,0,1,-24,1,24,1,0,0,0,2,3,1,0,445,1,1,0,1,0,1,0,1,1,0
54,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,335,0,0,0,1,0,1,0,1,0,1
26,0,2,0,0,2,-1,1,1,0,0,0,0,2,3,2,0,86,0,0,0,1,0,1,0,0,1,0
56,0,9,0,0,22,-1,71,1,1,0,0,0,9,5,22,70,98,1,1,0,0,0,1,0,0,0,1
23,0,7,0,1,2,0,13,0,1,0,1,0,7,6,2,13,860,1,0,0,0,0,1,1,0,1,0
50,0,2,0,0,1,-1,1,1,0,0,0,0,2,2,1,0,1094,0,0,0,1,0,1,1,0,0,1
23,0,6,0,0,0,-1,1,1,1,0,0,0,6,6,0,0,93,1,1,0,0,0,0,0,0,1,0
28,0,3,0,0,2,-75,74,75,1,0,0,0,3,3,2,0,883,1,0,0,1,0,1,0,0,1,0
30,0,8,0,0,11,-1,3,1,1,0,0,0,8,4,11,2,94,1,1,0,1,0,1,0,0,1,0
38,0,8,0,0,0,-1,749,1,1,0,0,0,8,8,0,748,771,1,1,1,0,0,1,0,1,1,0
40,0,6,0,0,2,-1,1,1,0,0,0,0,6,2,2,0,1094,0,0,0,1,0,1,1,1,0,1
47,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,1094,0,0,0,1,0,0,1,1,0,1
25,0,4,0,0,2,-23,18,23,0,0,0,0,4,4,2,0,405,0,0,0,1,0,1,0,0,1,0
52,0,3,0,0,5,-1,7,1,1,0,0,1,3,1,5,6,438,1,1,0,1,0,1,0,0,0,1
46,0,1,0,0,1,-37,30,37,1,89,0,0,1,1,1,0,102,0,1,0,1,0,1,1,0,0,1
43,0,9,0,0,5,-1,1,1,0,0,0,0,9,5,5,0,1094,0,0,0,0,0,1,0,0,0,1
65,0,10,0,0,11,0,0,2231,0,0,0,0,10,4,11,0,1094,0,0,0,1,0,1,0,0,0,1
35,0,6,0,0,1,-1,64,1,1,0,0,1,6,5,1,63,804,1,0,0,1,0,1,0,1,1,0
55,0,1,0,0,2,-1,2,1,0,0,0,0,1,1,2,1,925,0,0,0,1,0,1,1,0,0,1
23,0,4,0,0,0,0,0,1,0,0,0,0,4,5,0,0,1094,0,0,0,0,0,1,0,0,1,0
36,0,7,0,0,9,-1,1,1,1,0,0,0,7,7,9,0,49,1,1,0,0,0,1,0,0,1,0
33,0,9,0,0,23,525,370,1,1,0,0,0,9,8,23,0,525,1,1,1,0,0,1,0,0,1,0
22,0,3,0,1,2,0,0,0,1,0,1,0,3,6,2,0,82,1,1,0,0,0,1,0,0,1,0
28,0,3,0,0,1,-1,2,1,0,0,0,0,3,3,1,1,1094,0,0,0,1,0,1,0,1,1,0
29,1,8,0,1,9,-1,2,1,1,0,1,0,8,7,9,1,16,1,1,0,0,0,1,1,0,1,0
58,0,1,0,0,1,-1,80,1,0,0,0,0,1,1,1,79,1037,0,0,0,1,0,1,1,0,0,1
40,0,1,0,0,0,-1,20,1,0,0,0,0,1,1,0,19,1093,0,0,0,1,0,1,0,0,0,1
24,0,3,0,2,1,-1,1,1,0,0,2,0,3,4,1,0,1093,0,0,0,1,0,1,1,0,1,0
21,0,3,1,1,1,-1,1,1,1,0,1,0,3,6,1,0,1136,0,0,0,0,0,1,1,1,1,0
23,0,4,0,1,3,-1,41,1,1,0,1,0,4,4,3,40,155,0,1,0,1,0,1,1,0,1,0
27,0,6,0,0,8,-23,3,23,1,0,0,0,6,4,8,0,203,0,0,0,1,0,0,0,0,1,0
30,0,3,0,0,1,1040,17,1050,1,0,0,0,3,2,1,0,1040,1,0,0,1,0,1,0,0,1,0
29,0,6,0,0,0,-1,0,2,0,0,0,0,6,3,0,0,1093,0,0,0,1,0,0,1,1,1,0
43,0,1,0,0,2,0,1,0,0,0,0,0,1,1,2,1,1093,0,0,0,1,0,1,0,0,0,1
49,0,3,0,0,7,-1,4,0,1,0,0,0,3,2,7,3,502,0,1,0,1,0,1,0,0,0,1
27,0,6,0,0,2,-1,132,1,0,0,0,0,6,3,2,131,1093,0,0,0,1,0,1,0,0,1,0
64,0,1,0,0,8,-1,1,1,0,0,0,0,1,1,8,0,1093,0,0,0,1,0,1,1,0,0,1
34,0,6,0,0,16,-1,1,1,1,0,0,0,6,6,16,0,628,1,1,0,0,0,1,1,0,1,0
28,0,5,0,0,1,-43,1,43,0,0,0,0,5,5,1,0,195,0,0,0,0,0,0,0,0,1,0
24,0,9,0,0,7,-1,200,1,1,0,0,0,9,6,7,199,292,1,1,0,0,0,1,0,0,1,0
56,0,6,0,0,7,-1,194,1,1,349,0,0,6,8,7,0,20,1,1,1,0,0,1,1,0,0,1
23,0,3,0,0,1,0,0,1,1,0,0,0,3,4,1,0,824,1,0,0,1,0,0,0,1,1,0
53,0,7,0,0,13,-1,91,1,0,0,0,0,7,6,13,90,1093,0,0,0,0,0,1,0,0,0,1
49,0,1,0,0,1,0,0,569,0,0,0,0,1,1,1,0,1093,0,0,0,1,0,1,1,1,0,1
22,0,9,0,1,3,0,323,0,0,0,1,0,9,8,3,323,1093,0,0,1,0,0,1,0,0,1,0
32,1,7,0,0,2,15,1,353,1,0,0,0,7,6,2,0,15,0,1,0,0,0,1,0,1,1,0
66,0,3,0,0,2,-1,57,1,0,0,0,0,3,1,2,56,1093,0,0,0,1,0,1,1,1,0,1
31,0,7,0,0,0,-1,1,1,0,0,0,0,7,4,0,0,594,0,0,0,1,0,1,0,0,1,0
47,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1092,0,0,0,1,0,1,0,1,0,1
51,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1092,0,0,0,1,0,1,1,0,0,1
35,0,3,0,0,0,-2,1,2,0,0,0,0,3,4,0,0,1092,0,0,0,1,0,1,0,0,1,0
28,0,2,0,0,0,-1,2,1,0,0,0,0,2,2,0,1,1092,0,0,0,1,0,0,0,0,1,0
29,1,5,0,0,2,-1,2,1,0,0,0,0,5,5,2,1,1092,0,0,0,0,0,1,0,0,1,0
53,0,1,0,0,1,-1,1,1,0,0,0,0,1,1,1,0,1092,0,0,0,1,0,1,1,1,0,1
47,0,1,0,0,2,0,0,100,0,0,0,0,1,1,2,0,1092,0,0,0,1,0,1,1,1,0,1
26,0,3,0,0,0,-1,1,1,0,0,0,0,3,3,0,0,1092,0,0,0,1,0,1,1,0,1,0
30,0,3,0,0,4,326,6,2,0,0,0,0,3,2,4,0,326,0,0,0,1,0,1,0,0,1,0
38,0,7,0,0,2,0,193,0,1,1,0,1,7,3,2,193,292,1,1,0,1,0,1,0,0,1,0
37,0,2,0,0,1,-1,1,1,1,0,0,0,2,1,1,0,565,1,1,0,1,0,1,0,0,1,0
43,0,1,0,0,0,-1,41,1,0,0,0,0,1,1,0,40,1092,0,0,0,1,0,1,0,0,0,1
26,0,7,0,0,0,-3,2,3,1,0,0,0,7,3,0,0,56,1,1,0,1,0,1,1,0,1,0
23,0,6,0,0,1,0,1,0,1,1,0,1,6,6,1,1,278,0,1,0,0,0,1,0,0,1,0
28,0,5,0,0,4,0,0,1,0,0,0,0,5,5,4,0,558,0,0,0,0,0,1,0,0,1,0
26,0,6,0,0,2,-1,33,1,0,0,0,0,6,4,2,32,1091,0,0,0,1,0,1,0,0,1,0
55,0,3,0,0,3,0,1,1,0,0,0,0,3,1,3,1,1091,0,0,0,1,0,1,1,1,0,1
31,0,4,0,0,6,0,41,0,0,0,0,0,4,2,6,41,214,0,0,0,1,0,1,0,0,1,0
49,0,2,0,0,3,-1,1,1,0,0,0,0,2,1,3,0,1091,0,0,0,1,0,0,1,0,0,1
43,0,5,0,0,4,-1,48,1,0,0,0,0,5,1,4,47,1091,0,0,0,1,0,1,1,0,0,1
26,0,8,1,0,4,-1,1,1,1,1,0,1,8,9,4,0,50,1,1,1,0,0,1,0,1,1,0
67,0,3,0,0,1,-1,1,1,0,0,0,0,3,1,1,0,1091,0,0,0,1,0,1,1,0,0,1
46,0,5,0,0,5,0,2,0,1,0,0,0,5,7,5,2,348,1,1,0,0,0,1,0,0,0,1
24,0,4,2,0,3,-1,1,1,1,0,0,0,4,4,3,0,46,1,1,0,1,0,1,1,0,1,0
23,0,4,0,0,0,-1,1,1,0,0,0,0,4,6,0,0,1091,0,0,0,0,0,1,0,0,1,0
28,1,8,0,1,11,0,0,1,1,0,1,0,8,6,11,0,447,1,1,0,0,0,1,0,0,1,0
22,0,6,0,0,1,-1,6,1,1,0,0,0,6,6,1,5,6,1,1,0,0,0,1,0,0,1,0
22,0,9,0,0,1,0,5,1,1,0,0,0,9,7,1,5,75,0,1,0,0,0,1,0,0,1,0
31,0,3,0,0,0,-1,1,1,0,0,0,0,3,2,0,0,1091,0,0,0,1,0,1,0,0,1,0
23,0,8,0,0,6,-1,34,1,0,0,0,0,8,5,6,33,1091,0,0,0,0,0,1,0,1,1,0
36,0,6,0,0,9,0,19,0,1,1,0,1,6,4,9,233,356,1,1,0,1,0,1,1,0,1,0
32,0,7,0,0,7,-1,1,1,0,0,0,0,7,3,7,0,1091,0,0,0,1,0,1,0,0,1,0
34,0,7,1,0,27,-1,1,1,0,0,0,0,7,3,27,0,1091,0,0,0,1,0,1,0,1,1,0
28,0,7,0,0,0,0,1,1,0,0,0,0,7,3,0,1,236,0,0,0,1,0,1,1,0,1,0
66,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,1090,0,0,0,1,0,1,1,1,0,1
42,0,4,0,0,5,-1,6,1,1,0,0,0,4,1,5,5,631,1,1,0,1,0,0,1,1,0,1
21,0,4,0,0,0,0,1,1,0,0,0,0,4,7,0,1,1090,0,0,0,0,0,1,0,0,1,0
32,0,4,0,0,0,-1,1,1,0,0,0,0,4,3,0,0,1090,0,0,0,1,0,1,0,1,1,0
24,0,9,0,0,8,0,37,0,1,0,0,0,9,9,8,37,932,1,0,1,0,0,1,1,0,1,0
48,0,9,0,1,8,-1,11,1,1,0,1,0,9,4,8,10,11,1,1,0,1,0,1,0,0,0,1
23,0,9,0,0,0,0,1,0,0,0,0,0,9,9,0,1,1090,0,0,1,0,0,1,1,0,1,0
33,0,9,0,0,12,-1,3,1,1,20,0,0,9,9,12,2,200,1,1,1,0,0,1,0,0,1,0
24,0,8,0,0,0,0,1,1,0,0,0,0,8,7,0,1,1090,0,0,0,0,0,1,0,0,1,0
23,0,5,0,0,0,-1,4,1,0,0,0,0,5,8,0,3,1090,0,0,1,0,0,1,0,0,1,0
32,0,4,0,0,1,-1,4,1,1,1,0,1,4,2,1,3,139,1,1,0,1,0,1,0,1,1,0
36,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1090,0,0,0,1,0,0,0,1,1,0
22,0,8,0,0,0,0,1,0,0,0,0,0,8,8,0,1,1090,0,0,1,0,0,1,1,0,1,0
32,0,9,0,0,21,-1,64,1,1,0,0,0,9,8,21,63,166,1,1,1,0,0,1,0,0,1,0
39,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1090,0,0,0,1,0,1,0,0,1,0
29,0,7,0,0,9,0,5,1,1,0,0,1,7,4,9,5,96,1,1,0,1,0,1,0,0,1,0
42,0,6,0,0,16,-1,24,1,0,0,0,0,6,2,16,23,642,0,0,0,1,0,0,0,0,0,1
30,0,8,0,0,5,-1,3,1,1,222,0,0,8,8,5,2,194,1,1,1,0,0,1,1,0,1,0
52,0,3,0,0,3,-1,31,1,1,0,0,0,3,1,3,30,91,1,1,0,1,0,1,0,1,0,1
52,1,8,0,0,9,-1,39,1,1,0,0,1,8,2,9,38,64,1,1,0,1,0,1,0,1,0,1
27,0,6,0,0,0,-1,2,1,1,0,0,1,6,7,0,1,220,1,1,0,0,0,1,1,0,1,0
39,0,2,0,0,1,0,0,1,1,0,0,0,2,1,1,0,134,1,1,0,1,0,1,0,1,1,0
27,0,2,0,0,0,0,1,0,0,0,0,0,2,3,0,1,1089,0,0,0,1,0,0,0,1,1,0
28,0,9,0,0,5,0,51,0,1,0,0,0,9,6,5,51,951,1,0,0,0,0,1,0,0,1,0
61,0,6,0,0,15,-1,1,1,1,0,0,0,6,3,15,0,64,1,1,0,1,0,1,0,0,0,1
25,0,4,0,0,0,0,0,1,0,0,0,0,4,3,0,0,1089,0,0,0,1,0,0,0,0,1,0
40,0,1,0,0,0,-1,2,1,0,0,0,0,1,1,0,1,1089,0,0,0,1,0,1,0,0,0,1
38,0,7,0,0,5,-2,0,3,1,0,0,0,7,2,5,0,15,1,1,0,1,0,1,1,0,1,0
31,0,7,0,0,7,-1,78,1,1,0,0,0,7,7,7,77,383,1,1,0,0,0,1,0,0,1,0
23,0,9,1,0,4,0,193,1,1,0,0,1,9,9,4,193,226,1,1,1,0,0,1,0,0,1,0
38,0,9,0,0,20,-1,2,1,1,0,0,1,9,3,20,1,23,1,1,0,1,0,0,0,0,1,0
29,0,4,0,0,0,-3,1,3,0,0,0,0,4,2,0,0,1089,0,0,0,1,0,0,0,0,1,0
25,0,7,0,1,3,-1,8,2,0,0,1,0,7,5,3,7,1089,0,0,0,0,0,1,1,0,1,0
41,0,5,0,0,13,-1,3,1,0,0,0,0,5,5,13,2,215,0,0,0,0,0,1,0,0,0,1
37,0,8,0,0,3,-1,242,1,0,0,0,0,8,5,3,241,382,0,0,0,0,0,1,1,0,1,0
29,0,1,0,0,0,-1,1,1,0,0,0,0,1,2,0,0,1089,0,0,0,1,0,1,1,1,1,0
28,0,2,0,0,2,-1,1,1,0,0,0,0,2,2,2,0,1089,0,0,0,1,0,0,0,1,1,0
27,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,1089,0,0,0,1,0,1,0,1,1,0
44,0,1,0,0,0,-1,1,1,1,1,0,1,1,1,0,0,369,1,1,0,1,0,0,1,1,0,1
32,0,1,0,0,0,-1,19,1,0,0,0,0,1,1,0,18,1089,0,0,0,1,0,1,1,1,1,0
58,0,2,0,0,12,161,54,216,1,84,0,0,2,1,12,0,161,0,1,0,1,0,1,1,0,0,1
25,0,2,0,0,1,-1,1,1,0,0,0,0,2,3,1,0,255,0,0,0,1,0,1,0,0,1,0
44,0,3,0,0,4,-1,1,1,0,0,0,0,3,4,4,0,1089,0,0,0,1,0,1,1,0,0,1
47,0,1,0,0,7,-1,57,1,1,4,0,1,1,1,7,56,95,1,1,0,1,0,1,0,0,0,1
44,0,5,0,0,1,-6,5,6,0,0,0,0,5,2,1,0,433,0,0,0,1,0,0,1,1,0,1
51,0,1,0,0,3,-1,1,1,1,0,0,0,1,1,3,0,177,0,1,0,1,0,1,1,0,0,1
48,0,6,0,0,12,-24,0,333,0,0,0,0,6,3,12,0,1088,0,0,0,1,0,1,0,1,0,1
51,0,9,0,0,14,0,0,312,0,0,0,0,9,6,14,0,1088,0,0,0,0,0,0,1,0,0,1
25,0,10,0,0,8,-1,2,1,1,0,0,1,10,10,8,1,14,0,1,1,0,0,1,0,1,1,0
32,0,8,0,0,6,-1,130,1,1,1,0,0,8,6,6,129,374,0,1,0,0,0,1,0,0,1,0
23,0,8,0,0,3,-1,36,1,1,0,0,0,8,5,3,35,69,1,1,0,0,0,1,1,1,1,0
28,0,2,0,0,4,-1,1,1,1,4,0,1,2,3,4,0,20,1,1,0,1,0,1,0,1,1,0
25,0,10,0,0,5,0,0,389,0,0,0,0,10,9,5,0,1088,0,0,1,0,0,0,0,1,1,0
23,0,10,2,1,5,52,13,142,1,0,1,1,10,9,5,0,52,0,1,1,0,0,1,1,1,1,0
24,0,3,0,0,0,-1,1,1,0,0,0,0,3,5,0,0,1088,0,0,0,0,0,1,0,0,1,0
26,0,5,0,0,5,-1,6,1,0,0,0,0,5,6,5,5,862,0,0,0,1,0,1,1,1,1,0
39,0,1,0,0,1,-1,1,0,0,0,0,0,1,1,1,0,1088,0,0,0,1,0,0,0,0,1,0
46,0,7,0,0,2,0,65,1261,1,1,0,0,7,2,2,65,280,1,1,0,1,0,1,0,0,0,1
25,0,6,0,0,0,-1,1,1,0,0,0,0,6,4,0,0,1088,0,0,0,1,0,0,1,0,1,0
51,1,9,0,1,19,-1,13,1,0,0,1,0,9,4,19,12,344,0,0,0,1,0,1,0,0,0,1
34,0,5,0,0,7,-1,1,1,1,0,0,0,5,3,7,0,174,1,1,0,1,0,1,0,0,1,0
27,0,9,2,1,18,0,0,1,1,0,1,0,9,6,18,0,114,0,1,0,0,0,1,0,0,1,0
25,0,5,0,0,4,-1,32,1,1,1,0,1,5,4,4,31,63,1,1,0,1,0,1,0,0,1,0
21,0,5,0,1,0,-1,1,1,0,0,1,0,5,7,0,0,1088,0,0,0,0,0,1,1,1,1,0
34,0,2,0,0,1,-50,1,50,0,0,0,0,2,1,1,0,1088,0,0,0,1,0,1,1,0,1,0
28,0,6,0,0,7,-7,7,7,1,0,0,0,6,5,7,0,22,0,1,0,0,0,0,1,0,1,0
21,0,8,0,0,0,-1,2,1,0,0,0,0,8,9,0,1,756,0,0,1,0,0,1,0,0,1,0
24,0,2,0,0,0,0,1,0,0,0,0,0,2,3,0,1,638,0,0,0,1,0,1,1,0,1,0
33,0,2,0,0,3,-51,1,995,0,0,0,0,2,2,3,0,1087,0,0,0,1,0,1,0,1,1,0
24,0,10,0,0,9,-1,9,1,1,0,0,0,10,8,9,8,11,1,1,1,0,0,0,1,1,1,0
45,0,2,0,0,1,-48,47,49,1,0,0,0,2,1,1,0,117,0,1,0,0,0,1,0,0,0,1
40,0,2,0,0,0,0,22,0,0,0,0,0,2,1,0,22,1087,0,0,0,1,0,1,1,0,0,1
44,0,1,0,0,1,-1,1,1,0,0,0,0,1,1,1,0,1087,0,0,0,1,0,1,1,1,0,1
44,0,1,0,1,1,0,0,503,0,0,1,0,1,1,1,0,1087,0,0,0,1,0,1,0,1,0,1
31,0,7,0,0,0,0,0,0,0,0,0,0,7,3,0,0,425,0,0,0,1,0,1,0,0,1,0
31,0,7,0,0,2,0,0,565,0,0,0,0,7,6,2,0,1087,0,0,0,0,0,1,0,1,1,0
31,0,10,0,0,0,-1,81,1,0,0,0,0,10,7,0,80,1043,0,0,0,1,0,1,0,0,1,0
26,0,7,0,0,5,-1,7,1,1,0,0,1,7,6,5,6,64,1,1,0,0,0,1,0,0,1,0
26,0,9,0,0,2,0,0,16,0,0,0,0,9,6,2,0,1087,0,0,0,0,0,1,0,1,1,0
56,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1087,0,0,0,1,0,1,0,1,0,1
29,0,2,0,0,0,0,1,0,0,0,0,0,2,3,0,1,1087,0,0,0,1,0,1,0,1,1,0
22,0,3,0,0,2,102,1,257,0,0,0,0,3,6,2,0,102,0,0,0,0,0,1,0,0,1,0
27,0,6,0,0,5,-1,6,1,1,79,0,0,6,6,5,5,132,1,1,0,0,0,1,1,0,1,0
21,0,9,0,0,0,-1,0,1,1,1,0,0,9,8,0,0,86,1,1,1,0,0,1,0,1,1,0
33,2,9,0,0,9,-1,3,1,1,0,0,0,9,9,9,2,92,0,1,1,0,0,1,0,1,1,0
29,0,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1087,0,0,0,1,0,0,1,1,1,0
22,0,2,0,0,1,-36,1,36,0,0,0,0,2,5,1,0,630,0,0,0,0,0,1,1,0,1,0
21,0,8,0,1,0,-1,1,1,1,0,1,1,8,7,0,0,89,1,1,0,0,0,1,1,0,1,0
49,2,3,0,0,13,-1,1,1,0,0,0,0,3,2,13,0,1155,0,0,0,1,0,1,0,0,0,1
59,0,4,0,0,8,-1,5,1,1,0,0,0,4,2,8,4,314,0,0,0,1,0,1,0,0,0,1
44,0,7,0,0,24,53,118,31,0,0,0,0,7,3,24,0,53,0,0,0,1,0,1,0,1,0,1
42,0,8,0,0,6,-1,1,1,1,0,0,0,8,8,6,0,350,1,1,1,0,0,1,0,0,0,1
45,0,5,0,0,1,0,28,1,1,0,0,0,5,3,1,28,412,0,1,0,1,0,1,1,0,0,1
33,0,2,0,0,3,0,0,1,0,0,0,0,2,1,3,0,1086,0,0,0,1,0,1,0,0,1,0
44,0,5,0,0,8,-1,5,1,1,294,0,0,5,3,8,4,136,1,1,0,1,0,1,1,1,0,1
28,0,5,0,0,2,-68,7,65,0,0,0,0,5,4,2,0,842,0,0,0,1,0,0,0,1,1,0
22,0,3,0,0,0,-1,1,1,0,0,0,0,3,5,0,0,1086,0,0,0,0,0,1,1,0,1,0
33,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,242,0,0,0,1,0,1,1,0,1,0
44,0,4,0,0,6,0,195,1,1,0,0,0,4,3,6,195,840,1,1,0,1,0,1,0,0,0,1
48,0,1,0,0,0,-1,1,1,0,0,0,0,1,1,0,0,1086,0,0,0,1,0,0,1,1,0,1
21,0,10,0,0,1,0,86,0,1,0,0,0,10,9,1,86,136,1,1,1,0,0,1,0,0,1,0
24,0,6,1,2,8,-1,12,0,1,1,2,0,6,6,8,11,27,1,1,0,0,0,1,1,0,1,0
43,0,9,0,0,15,-1,1,1,1,1,0,1,9,6,15,0,48,1,1,0,0,0,1,0,1,0,1
34,0,2,0,0,0,-1,1,1,0,0,0,0,2,1,0,0,1086,0,0,0,1,0,1,1,0,1,0
29,0,10,1,0,16,-1,17,1,0,0,0,0,10,7,16,16,788,0,0,0,0,0,1,0,0,1,0
